,id,mark,name,price,params
7766,i3567106869,Kia,"Kia Venga 1.6 MT, 2011, 116 008 км",790000,"116 008 км, 1.6 MT (125 л.с.), минивэн, передний, бензин"
7767,i4084544859,Kia,"Kia Sportage 2.0 MT, 1993, 368 000 км",190000,"368 000 км, 2.0 MT (95 л.с.), внедорожник, полный, бензин"
7768,i4158061104,Kia,"Kia Cerato 1.6 MT, 2010, 140 000 км",919000,"140 000 км, 1.6 MT (126 л.с.), седан, передний, бензин"
7769,i4174425021,Kia,"Kia K5 1.6 AT, 2021, 57 000 км",2899000,"57 000 км, 1.6 AT (180 л.с.), седан, передний, бензин"
7770,i4152632477,Kia,"Kia Soul 2.0 AT, 2019, 79 706 км",1800000,"79 706 км, 2 AT (150 л.с.), внедорожник, передний, бензин"
7771,i4042827790,Kia,"Kia Rio 1.6 MT, 2014, 125 000 км",950000,"125 000 км, 1.6 MT (123 л.с.), хетчбэк, передний, бензин"
7772,i4314589797,Kia,"Kia Sorento 2.4 AT, 2010, 204 000 км",1150000,"204 000 км, 2.4 AT (175 л.с.), внедорожник, полный, бензин"
7773,i4145681664,Kia,"Kia Cerato 1.6 AT, 2019, 86 201 км",1600000,"86 201 км, 1.6 AT (130 л.с.), седан, передний, бензин"
7774,i3985434805,Kia,"Kia Soul 1.6 AT, 2022, 2 000 км",2600000,"2 000 км, 1.6 AT (123 л.с.), внедорожник, передний, бензин"
7775,i4002622432,Kia,"Kia Rio 1.6 AT, 2019, 100 013 км",1560000,"100 013 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7776,i3129836939,Kia,"Kia Cerato 2.0 AT, 2020, 56 000 км",2250000,"56 000 км, 2.0 AT (150 л.с.), седан, передний, бензин"
7777,i4100153450,Kia,"Kia Rio 1.4 MT, 2012, 101 077 км",780000,"101 077 км, 1.4 MT (107 л.с.), хетчбэк, передний, бензин"
7778,i3834297172,Kia,"Kia Sportage 2.0 AT, 2017, 97 000 км",2550000,"97 000 км, 2 AT (185 л.с.), внедорожник, полный, дизель"
7779,i4099144969,Kia,"Kia Soul 1.6 MT, 2014, 123 000 км",1300000,"123 000 км, 1.6 MT (124 л.с.), хетчбэк, передний, бензин"
7780,i3839757816,Kia,"Kia Picanto 1.3 AT, 2021, 41 000 км",1900000,"41 000 км, 1.3 AT (83 л.с.), хетчбэк, передний, бензин"
7781,i4151006302,Kia,"Kia Rio 1.6 MT, 2016, 197 000 км",760000,"197 000 км, 1.6 MT (123 л.с.), седан, передний, бензин"
7782,i3928266994,Kia,"Kia Rio 1.4 MT, 2012, 220 000 км",590000,"220 000 км, 1.4 MT (107 л.с.), седан, передний, бензин"
7783,i3812162048,Kia,"Kia Cerato 1.6 AT, 2020, 67 000 км",2100000,"67 000 км, 1.6 AT (128 л.с.), седан, передний, бензин"
7784,i4130619216,Kia,"Kia Sportage 2.0 AT, 2020, 63 000 км",2610000,"63 000 км, 2.0 AT (150 л.с.), внедорожник, полный, бензин"
7785,i4132060693,Kia,"Kia Cerato 1.6 MT, 2010, 245 000 км",720000,"245 000 км, 1.6 MT (126 л.с.), седан, передний, бензин"
7786,i3862249057,Kia,"Kia Sportage 2.0 MT, 2016, 119 000 км",1750000,"119 000 км, 2.0 MT (150 л.с.), внедорожник, передний, бензин"
7787,i3979247797,Kia,"Kia Rio 1.6 AT, 2017, 94 612 км",1530000,"94 612 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7788,i3387595534,Kia,"Kia Cerato 2.0 AT, 2019, 106 000 км",1829000,"106 000 км, 2 AT (150 л.с.), седан, передний, бензин"
7789,i4188216140,Kia,"Kia Sorento Prime 2.2 AT, 2016, 178 000 км",2540000,"178 000 км, 2.2 AT (200 л.с.), внедорожник, полный, дизель"
7790,i4151192235,Kia,"Kia Sportage 2.0 AT, 2012, 223 025 км",1270000,"223 025 км, 2 AT (150 л.с.), внедорожник, передний, бензин"
7791,i3883772690,Kia,"Kia Optima 2.0 AT, 2016, 78 000 км",2100000,"78 000 км, 2.0 AT (245 л.с.), седан, передний, бензин"
7792,i3662270539,Kia,"Kia Sportage 2.0 MT, 2014, 73 000 км",1697000,"73 000 км, 2.0 MT (150 л.с.), внедорожник, передний, бензин"
7793,i3740409203,Kia,"Kia Carnival 2.2 AT, 2021, 31 000 км",4440000,"31 000 км, 2.2 AT (202 л.с.), минивэн, передний, дизель"
7794,i3903300481,Kia,"Kia Optima 2.4 AT, 2017, 120 000 км",1800000,"120 000 км, 2.4 AT (188 л.с.), седан, передний, бензин"
7795,i4121307167,Kia,"Kia Sorento 2.5 AT, 2024, 5 км",4990000,"5 км, 2.5 AT (179 л.с.), внедорожник, полный, бензин"
7796,i3889599017,Kia,"Kia K5 2.0 AT, 2019, 49 300 км",2319900,"49 300 км, 2 AT (168 л.с.), седан, передний, бензин"
7797,i4012042293,Kia,"Kia Sorento 2.4 MT, 2015, 100 000 км",1900000,"100 000 км, 2.4 MT (175 л.с.), внедорожник, полный, бензин"
7798,i4151165644,Kia,"Kia Rio 1.6 AT, 2020, 37 774 км",1690000,"37 774 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7799,i3887495732,Kia,"Kia K5 2.5 AT, 2021, 64 700 км",2830000,"64 700 км, 2.5 AT (194 л.с.), седан, передний, бензин"
7800,i4176162553,Kia,"Kia Sorento Prime 2.2 AT, 2018, 175 731 км",2299000,"175 731 км, 2.2 AT (200 л.с.), внедорожник, полный, дизель"
7801,i3740651546,Kia,"Kia Sportage 2.0 AT, 2015, 74 000 км",1920000,"74 000 км, 2 AT (150 л.с.), внедорожник, полный, бензин"
7802,i4117688766,Kia,"Kia Spectra 1.6 MT, 2007, 199 000 км",300000,"199 000 км, 1.6 MT (101 л.с.), седан, передний, бензин"
7803,i2942344795,Kia,"Kia Soul 2.0 AT, 2019, 139 000 км",1700000,"139 000 км, 2.0 AT (150 л.с.), внедорожник, передний, бензин"
7804,i3883772690,Kia,"Kia Optima 2.0 AT, 2016, 78 000 км",2100000,"78 000 км, 2 AT (245 л.с.), седан, передний, бензин"
7805,i3662270539,Kia,"Kia Sportage 2.0 MT, 2014, 73 000 км",1697000,"73 000 км, 2.0 MT (150 л.с.), внедорожник, передний, бензин"
7806,i3740409203,Kia,"Kia Carnival 2.2 AT, 2021, 31 000 км",4440000,"31 000 км, 2.2 AT (202 л.с.), минивэн, передний, дизель"
7807,i3903300481,Kia,"Kia Optima 2.4 AT, 2017, 120 000 км",1800000,"120 000 км, 2.4 AT (188 л.с.), седан, передний, бензин"
7808,i4121307167,Kia,"Kia Sorento 2.5 AT, 2024, 5 км",4990000,"5 км, 2.5 AT (179 л.с.), внедорожник, полный, бензин"
7809,i3889599017,Kia,"Kia K5 2.0 AT, 2019, 49 300 км",2319900,"49 300 км, 2.0 AT (168 л.с.), седан, передний, бензин"
7810,i4012042293,Kia,"Kia Sorento 2.4 MT, 2015, 100 000 км",1900000,"100 000 км, 2.4 MT (175 л.с.), внедорожник, полный, бензин"
7811,i4151165644,Kia,"Kia Rio 1.6 AT, 2020, 37 774 км",1690000,"37 774 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7812,i3887495732,Kia,"Kia K5 2.5 AT, 2021, 64 700 км",2830000,"64 700 км, 2.5 AT (194 л.с.), седан, передний, бензин"
7813,i4176162553,Kia,"Kia Sorento Prime 2.2 AT, 2018, 175 731 км",2299000,"175 731 км, 2.2 AT (200 л.с.), внедорожник, полный, дизель"
7814,i3740651546,Kia,"Kia Sportage 2.0 AT, 2015, 74 000 км",1920000,"74 000 км, 2 AT (150 л.с.), внедорожник, полный, бензин"
7815,i4117688766,Kia,"Kia Spectra 1.6 MT, 2007, 199 000 км",300000,"199 000 км, 1.6 MT (101 л.с.), седан, передний, бензин"
7816,i3440791873,Kia,"Kia Cerato 2.0 AT, 2019, 109 000 км",1700000,"109 000 км, 2.0 AT (150 л.с.), седан, передний, бензин"
7817,i4089951335,Kia,"Kia Cerato 1.6 MT, 2005, 174 000 км",580000,"174 000 км, 1.6 MT (105 л.с.), хетчбэк, передний, бензин"
7818,i4124924947,Kia,"Kia Rio X 1.6 AT, 2021, 33 000 км",1870000,"33 000 км, 1.6 AT (123 л.с.), хетчбэк, передний, бензин"
7819,i4314871709,Kia,"Kia Rio 1.6 AT, 2017, 64 000 км",1470000,"64 000 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7820,i4221707752,Kia,"Kia Rio 1.4 MT, 2014, 136 000 км",849000,"136 000 км, 1.4 MT (107 л.с.), седан, передний, бензин"
7821,i4196128307,Kia,"Kia Soul 2.0 AT, 2020, 29 800 км",2185000,"29 800 км, 2 AT (150 л.с.), внедорожник, передний, бензин"
7822,i4163387297,Kia,"Kia Rio 1.4 AT, 2015, 71 609 км",1070000,"71 609 км, 1.4 AT (107 л.с.), седан, передний, бензин"
7823,i3427913605,Kia,"Kia Sportage 2.0 AT, 2019, 74 400 км",2399000,"74 400 км, 2.0 AT (150 л.с.), внедорожник, передний, бензин"
7824,i4180024469,Kia,"Kia Sportage 2.0 MT, 2015, 73 123 км",1650000,"73 123 км, 2.0 MT (150 л.с.), внедорожник, полный, бензин"
7825,i4272439167,Kia,"Kia Cerato 2.0 AT, 2020, 65 700 км",2179000,"65 700 км, 2.0 AT (150 л.с.), седан, передний, бензин"
7826,i4142573220,Kia,"Kia Sorento 2.5 AT, 2024, 46 км",5350000,"46 км, 2.5 AT (179 л.с.), внедорожник, полный, бензин"
7827,i4123590498,Kia,"Kia Optima 2.0 AT, 2016, 127 000 км",1950000,"127 000 км, 2.0 AT (245 л.с.), седан, передний, бензин"
7828,i3966328011,Kia,"Kia Spectra 1.6 MT, 2006, битый, 166 000 км",390000,"Битый, 166 000 км, 1.6 MT (101 л.с.), седан, передний, бензин"
7829,i4221690127,Kia,"Kia Magentis 2.5 AT, 2004, 230 000 км",510000,"230 000 км, 2.5 AT (169 л.с.), седан, передний, бензин"
7830,i4198715764,Kia,"Kia Rio 1.6 AT, 2020, 131 940 км",1660000,"131 940 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7831,i4160231193,Kia,"Kia Seltos 2.0 CVT, 2020, 30 601 км",2339900,"30 601 км, 2.0 CVT (149 л.с.), внедорожник, передний, бензин"
7832,i4163483897,Kia,"Kia Sportage 2.5 AT, 2023, 7 000 км",4659000,"7 000 км, 2.5 AT (190 л.с.), внедорожник, полный, бензин"
7833,i4222071108,Kia,"Kia Ceed 1.6 AT, 2012, 174 000 км",1100000,"174 000 км, 1.6 AT (129 л.с.), хетчбэк, передний, бензин"
7834,i3950487606,Kia,"Kia Ceed 1.6 MT, 2014, 171 138 км",1070000,"171 138 км, 1.6 MT (129 л.с.), хетчбэк, передний, бензин"
7835,i4222376039,Kia,"Kia Magentis 2.0 MT, 2005, битый, 170 000 км",75000,"Битый, 170 000 км, 2.0 MT (136 л.с.), седан, передний, бензин"
7836,i3905282094,Kia,"Kia Rio 1.6 AT, 2017, 89 893 км",1550000,"89 893 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7837,i4164712271,Kia,"Kia Soul 1.6 AT, 2019, 60 000 км",2000000,"60 000 км, 1.6 AT (123 л.с.), внедорожник, передний, бензин"
7838,i4117938554,Kia,"Kia Rio 1.6 AT, 2021, 20 500 км",1900000,"20 500 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7839,i3979118572,Kia,"Kia Rio 1.6 MT, 2016, 215 838 км",1025000,"215 838 км, 1.6 MT (123 л.с.), седан, передний, бензин"
7840,i4161524228,Kia,"Kia Ceed 1.6 AT, 2016, 112 240 км",1550000,"112 240 км, 1.6 AT (130 л.с.), хетчбэк, передний, бензин"
7841,i4153653733,Kia,"Kia Sportage 2.0 AT, 2018, 32 000 км",2940000,"32 000 км, 2 AT (150 л.с.), внедорожник, полный, бензин"
7842,i4097402215,Kia,"Kia Optima 2.0 AT, 2019, 69 950 км",2650000,"69 950 км, 2.0 AT (150 л.с.), седан, передний, бензин"
7843,i4077732018,Kia,"Kia Rio 1.6 MT, 2017, 61 521 км",1249200,"61 521 км, 1.6 MT (123 л.с.), седан, передний, бензин"
7844,i4178747048,Kia,"Kia Picanto 1.0 MT, 2007, 168 700 км",339000,"168 700 км, 1 MT (60 л.с.), хетчбэк, передний, бензин"
7845,i3981391476,Kia,"Kia Rio 1.6 MT, 2015, 260 000 км",1050000,"260 000 км, 1.6 MT (123 л.с.), седан, передний, бензин"
7846,i4123285767,Kia,"Kia Rio 1.6 AT, 2017, 90 000 км",1400000,"90 000 км, 1.6 AT (123 л.с.), хетчбэк, передний, бензин"
7847,i4105269612,Kia,"Kia Mohave 3.0 AT, 2019, 71 000 км",5100000,"71 000 км, 3.0 AT (257 л.с.), внедорожник, полный, дизель"
7848,i4291636374,Kia,"Kia Sportage 2.0 AT, 2017, 58 000 км",2295000,"58 000 км, 2.0 AT (150 л.с.), внедорожник, полный, бензин"
7849,i4153208600,Kia,"Kia Carnival 2.2 AT, 2020, 69 160 км",3400000,"69 160 км, 2.2 AT (202 л.с.), минивэн, передний, дизель"
7850,i4171624027,Kia,"Kia Sportage 2.0 MT, 2015, 125 000 км",1600000,"125 000 км, 2.0 MT (150 л.с.), внедорожник, полный, бензин"
7851,i4160843213,Kia,"Kia Spectra 1.6 MT, 2006, 350 000 км",225000,"350 000 км, 1.6 MT (101 л.с.), седан, передний, бензин"
7852,i3760308405,Kia,"Kia Rio 1.6 AT, 2016, 65 000 км",1290000,"65 000 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7853,i3979118572,Kia,"Kia Rio 1.6 MT, 2016, 215 838 км",1025000,"215 838 км, 1.6 MT (123 л.с.), седан, передний, бензин"
7854,i4161524228,Kia,"Kia Ceed 1.6 AT, 2016, 112 240 км",1550000,"112 240 км, 1.6 AT (130 л.с.), хетчбэк, передний, бензин"
7855,i4153653733,Kia,"Kia Sportage 2.0 AT, 2018, 32 000 км",2940000,"32 000 км, 2 AT (150 л.с.), внедорожник, полный, бензин"
7856,i4097402215,Kia,"Kia Optima 2.0 AT, 2019, 69 950 км",2650000,"69 950 км, 2.0 AT (150 л.с.), седан, передний, бензин"
7857,i4178747048,Kia,"Kia Picanto 1.0 MT, 2007, 168 700 км",339000,"168 700 км, 1 MT (60 л.с.), хетчбэк, передний, бензин"
7858,i4077732018,Kia,"Kia Rio 1.6 MT, 2017, 61 521 км",1249200,"61 521 км, 1.6 MT (123 л.с.), седан, передний, бензин"
7859,i3981391476,Kia,"Kia Rio 1.6 MT, 2015, 260 000 км",1050000,"260 000 км, 1.6 MT (123 л.с.), седан, передний, бензин"
7860,i4123285767,Kia,"Kia Rio 1.6 AT, 2017, 90 000 км",1400000,"90 000 км, 1.6 AT (123 л.с.), хетчбэк, передний, бензин"
7861,i4105269612,Kia,"Kia Mohave 3.0 AT, 2019, 71 000 км",5100000,"71 000 км, 3 AT (257 л.с.), внедорожник, полный, дизель"
7862,i4291636374,Kia,"Kia Sportage 2.0 AT, 2017, 58 000 км",2295000,"58 000 км, 2 AT (150 л.с.), внедорожник, полный, бензин"
7863,i4153208600,Kia,"Kia Carnival 2.2 AT, 2020, 69 160 км",3400000,"69 160 км, 2.2 AT (202 л.с.), минивэн, передний, дизель"
7864,i4171624027,Kia,"Kia Sportage 2.0 MT, 2015, 125 000 км",1600000,"125 000 км, 2.0 MT (150 л.с.), внедорожник, полный, бензин"
7865,i4160843213,Kia,"Kia Spectra 1.6 MT, 2006, 350 000 км",225000,"350 000 км, 1.6 MT (101 л.с.), седан, передний, бензин"
7866,i4166822113,Kia,"Kia Soul 1.6 AT, 2020, 66 431 км",1949000,"66 431 км, 1.6 AT (123 л.с.), внедорожник, передний, бензин"
7867,i4269857752,Kia,"Kia Rio 1.6 AT, 2018, 82 000 км",1370000,"82 000 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7868,i3760308405,Kia,"Kia Rio 1.6 AT, 2016, 65 000 км",1290000,"65 000 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7869,i4190037911,Kia,"Kia Rio X-Line 1.6 AT, 2018, 89 642 км",1540000,"89 642 км, 1.6 AT (123 л.с.), хетчбэк, передний, бензин"
7870,i4229127173,Kia,"Kia Sportage 2.0 AT, 2018, 112 000 км",2300000,"112 000 км, 2 AT (150 л.с.), внедорожник, полный, бензин"
7871,i4325861111,Kia,"Kia Rio 1.6 AT, 2017, 158 000 км",950000,"158 000 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7872,i3859212141,Kia,"Kia Rio 1.6 MT, 2020, 88 000 км",1600000,"88 000 км, 1.6 MT (123 л.с.), седан, передний, бензин"
7873,i4111066761,Kia,"Kia Ceed 1.6 AT, 2013, 148 000 км",1620000,"148 000 км, 1.6 AT (129 л.с.), хетчбэк, передний, бензин"
7874,i3988965899,Kia,"Kia Picanto 1.2 AT, 2014, 99 100 км",1050000,"99 100 км, 1.2 AT (85 л.с.), хетчбэк, передний, бензин"
7875,i3804781391,Kia,"Kia Rio 1.6 AT, 2019, 59 630 км",1560000,"59 630 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7876,i4112757399,Kia,"Kia Ceed 1.6 AT, 2021, 35 972 км",2250000,"35 972 км, 1.6 AT (128 л.с.), универсал, передний, бензин"
7877,i4344425401,Kia,"Kia Rio 1.6 MT, 2014, 123 000 км",910000,"123 000 км, 1.6 MT (123 л.с.), хетчбэк, передний, бензин"
7878,i3949901978,Kia,"Kia Sorento Prime 2.2 AT, 2019, 117 000 км",3140000,"117 000 км, 2.2 AT (200 л.с.), внедорожник, полный, дизель"
7879,i3835985182,Kia,"Kia Rio 1.6 AT, 2012, 153 800 км",1150000,"153 800 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7880,i4097102105,Kia,"Kia Stonic 1.6 AMT, 2019, 89 800 км",1799000,"89 800 км, 1.6 AMT (110 л.с.), внедорожник, передний, дизель"
7881,i4117658601,Kia,"Kia Carens 2.0 MT, 2007, 182 000 км",790000,"182 000 км, 2.0 MT (145 л.с.), минивэн, передний, бензин"
7882,i3776379730,Kia,"Kia Rio 1.6 MT, 2012, 155 682 км",780000,"155 682 км, 1.6 MT (123 л.с.), седан, передний, бензин"
7883,i4184677168,Kia,"Kia Ceed 1.6 AT, 2014, 140 453 км",1299000,"140 453 км, 1.6 AT (129 л.с.), хетчбэк, передний, бензин"
7884,i4187299627,Kia,"Kia Rio 1.4 MT, 2010, 156 750 км",690000,"156 750 км, 1.4 MT (95 л.с.), седан, передний, бензин"
7885,i4046634734,Kia,"Kia Spectra 1.6 MT, 2007, 260 000 км",420000,"260 000 км, 1.6 MT (101 л.с.), седан, передний, бензин"
7886,i4292527162,Kia,"Kia Rio 1.4 AT, 2016, 126 000 км",1150000,"126 000 км, 1.4 AT (107 л.с.), хетчбэк, передний, бензин"
7887,i3944055456,Kia,"Kia Rio 1.4 AT, 2014, 260 000 км",665000,"260 000 км, 1.4 AT (107 л.с.), седан, передний, бензин"
7888,i4008142027,Kia,"Kia Rio X-Line 1.6 MT, 2019, 59 000 км",1570000,"59 000 км, 1.6 MT (123 л.с.), хетчбэк, передний, бензин"
7889,i4087041704,Kia,"Kia Quoris 3.8 AT, 2013, 140 000 км",1550000,"140 000 км, 3.8 AT (290 л.с.), седан, задний, бензин"
7890,i4099446385,Kia,"Kia Sportage 2.0 MT, 2013, 177 513 км",1350000,"177 513 км, 2.0 MT (150 л.с.), внедорожник, передний, бензин"
7891,i4193101497,Kia,"Kia K5 2.0 AT, 2024, 5 км",3690000,"5 км, 2 AT (240 л.с.), седан, передний, бензин"
7892,i3645286971,Kia,"Kia Cerato 2.0 AT, 2018, 139 000 км",1349000,"139 000 км, 2 AT (150 л.с.), седан, передний, бензин"
7893,i4195578756,Kia,"Kia Quoris 3.8 AT, 2017, 71 000 км",2799000,"71 000 км, 3.8 AT (334 л.с.), седан, задний, бензин"
7894,i3944623005,Kia,"Kia K5 2.0 AT, 2021, 110 000 км",2450000,"110 000 км, 2 AT (150 л.с.), седан, передний, бензин"
7895,i4007658521,Kia,"Kia Cerato 1.6 MT, 2019, 58 000 км",1570000,"58 000 км, 1.6 MT (130 л.с.), седан, передний, бензин"
7896,i4193129751,Kia,"Kia Sorento 2.4 AT, 2011, 256 000 км",1550000,"256 000 км, 2.4 AT (175 л.с.), внедорожник, полный, бензин"
7897,i4230187856,Kia,"Kia Sportage 2.0 AT, 2018, 121 000 км",2150000,"121 000 км, 2.0 AT (150 л.с.), внедорожник, передний, бензин"
7898,i3895252906,Kia,"Kia Cerato 1.6 MT, 2012, 176 117 км",839000,"176 117 км, 1.6 MT (126 л.с.), седан, передний, бензин"
7899,i4009574014,Kia,"Kia Rio X 1.6 AT, 2021, 7 424 км",1950000,"7 424 км, 1.6 AT (123 л.с.), хетчбэк, передний, бензин"
7900,i2802018910,Kia,"Kia Sorento 3.3 AT, 2008, 190 000 км",1259000,"190 000 км, 3.3 AT (248 л.с.), внедорожник, полный, бензин"
7901,i4425896208,Kia,"Kia Rio 1.6 MT, 2012, 170 000 км",710000,"170 000 км, 1.6 MT (123 л.с.), седан, передний, бензин"
7902,i4075101537,Kia,"Kia Sorento 2.4 AT, 2011, 184 000 км",1595000,"184 000 км, 2.4 AT (175 л.с.), внедорожник, полный, бензин"
7903,i3944055456,Kia,"Kia Rio 1.4 AT, 2014, 260 000 км",665000,"260 000 км, 1.4 AT (107 л.с.), седан, передний, бензин"
7904,i4087041704,Kia,"Kia Quoris 3.8 AT, 2013, 140 000 км",1550000,"140 000 км, 3.8 AT (290 л.с.), седан, задний, бензин"
7905,i4099446385,Kia,"Kia Sportage 2.0 MT, 2013, 177 513 км",1350000,"177 513 км, 2 MT (150 л.с.), внедорожник, передний, бензин"
7906,i3645286971,Kia,"Kia Cerato 2.0 AT, 2018, 139 000 км",1349000,"139 000 км, 2.0 AT (150 л.с.), седан, передний, бензин"
7907,i4195578756,Kia,"Kia Quoris 3.8 AT, 2017, 71 000 км",2799000,"71 000 км, 3.8 AT (334 л.с.), седан, задний, бензин"
7908,i3944623005,Kia,"Kia K5 2.0 AT, 2021, 110 000 км",2450000,"110 000 км, 2.0 AT (150 л.с.), седан, передний, бензин"
7909,i4007658521,Kia,"Kia Cerato 1.6 MT, 2019, 58 000 км",1570000,"58 000 км, 1.6 MT (130 л.с.), седан, передний, бензин"
7910,i4088434148,Kia,"Kia Cerato 1.6 AT, 2009, 469 000 км",850000,"469 000 км, 1.6 AT (126 л.с.), седан, передний, бензин"
7911,i4229282636,Kia,"Kia Ceed 1.4 AMT, 2019, 92 000 км",2050000,"92 000 км, 1.4 AMT (140 л.с.), хетчбэк, передний, бензин"
7912,i4193129751,Kia,"Kia Sorento 2.4 AT, 2011, 256 000 км",1550000,"256 000 км, 2.4 AT (175 л.с.), внедорожник, полный, бензин"
7913,i3895252906,Kia,"Kia Cerato 1.6 MT, 2012, 176 117 км",839000,"176 117 км, 1.6 MT (126 л.с.), седан, передний, бензин"
7914,i4009574014,Kia,"Kia Rio X 1.6 AT, 2021, 7 424 км",1950000,"7 424 км, 1.6 AT (123 л.с.), хетчбэк, передний, бензин"
7915,i4230187856,Kia,"Kia Sportage 2.0 AT, 2018, 121 000 км",2150000,"121 000 км, 2.0 AT (150 л.с.), внедорожник, передний, бензин"
7916,i2802018910,Kia,"Kia Sorento 3.3 AT, 2008, 190 000 км",1259000,"190 000 км, 3.3 AT (248 л.с.), внедорожник, полный, бензин"
7917,i4425896208,Kia,"Kia Rio 1.6 MT, 2012, 170 000 км",710000,"170 000 км, 1.6 MT (123 л.с.), седан, передний, бензин"
7918,i4075101537,Kia,"Kia Sorento 2.4 AT, 2011, 184 000 км",1595000,"184 000 км, 2.4 AT (175 л.с.), внедорожник, полный, бензин"
7919,i4279962554,Kia,"Kia Rio 1.6 AT, 2017, 166 000 км",1110000,"166 000 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7920,i3790184088,Kia,"Kia Sorento Prime 2.2 AT, 2016, 191 527 км",2340000,"191 527 км, 2.2 AT (200 л.с.), внедорожник, полный, дизель"
7921,i4163967899,Kia,"Kia Mohave 3.0 AT, 2021, 42 900 км",5640000,"42 900 км, 3.0 AT (249 л.с.), внедорожник, полный, дизель"
7922,i3935714911,Kia,"Kia Optima 2.4 AT, 2018, 83 865 км",2165000,"83 865 км, 2.4 AT (188 л.с.), седан, передний, бензин"
7923,i4174075037,Kia,"Kia Carnival 2.2 AT, 2018, 15 000 км",4300000,"15 000 км, 2.2 AT (202 л.с.), минивэн, передний, дизель"
7924,i3385534584,Kia,"Kia Carnival 2.2 AT, 2019, 73 000 км",3300000,"73 000 км, 2.2 AT (202 л.с.), минивэн, передний, дизель"
7925,i4098991975,Kia,"Kia Rio 1.4 MT, 2015, 270 000 км",650000,"270 000 км, 1.4 MT (107 л.с.), седан, передний, бензин"
7926,i2865439627,Kia,"Kia Rio 1.4 MT, 2013, 150 000 км",850000,"150 000 км, 1.4 MT (107 л.с.), седан, передний, бензин"
7927,i3648680581,Kia,"Kia Cerato 1.6 AT, 2013, 207 599 км",1249999,"207 599 км, 1.6 AT (130 л.с.), седан, передний, бензин"
7928,i4142437830,Kia,"Kia Rio 1.6 AT, 2017, 74 103 км",1188000,"74 103 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7929,i4304397517,Kia,"Kia Sorento Prime 2.2 AT, 2018, 150 000 км",2950000,"150 000 км, 2.2 AT (200 л.с.), внедорожник, полный, дизель"
7930,i4148210258,Kia,"Kia Soul 1.6 MT, 2013, 140 103 км",1030000,"140 103 км, 1.6 MT (129 л.с.), хетчбэк, передний, бензин"
7931,i4052412055,Kia,"Kia Cerato 2.0 AT, 2022, 22 200 км",2950000,"22 200 км, 2 AT (150 л.с.), седан, передний, бензин"
7932,i4147694335,Kia,"Kia Rio 1.4 MT, 2010, 230 937 км",578000,"230 937 км, 1.4 MT (97 л.с.), седан, передний, бензин"
7933,i2440059637,Kia,"Kia Sportage 2.0 AT, 2018, 65 000 км",2350000,"65 000 км, 2 AT (150 л.с.), внедорожник, передний, бензин"
7934,i3640051185,Kia,"Kia Optima 2.4 AT, 2018, 177 000 км",2290000,"177 000 км, 2.4 AT (188 л.с.), седан, передний, бензин"
7935,i3758610520,Kia,"Kia Ceed 1.6 AT, 2018, 81 000 км",1590000,"81 000 км, 1.6 AT (128 л.с.), хетчбэк, передний, бензин"
7936,i4012980724,Kia,"Kia Sportage 2.0 AT, 2017, 95 000 км",2500000,"95 000 км, 2.0 AT (150 л.с.), внедорожник, полный, бензин"
7937,i3784465444,Kia,"Kia Sorento Prime 2.2 AT, 2018, 115 000 км",3150000,"115 000 км, 2.2 AT (200 л.с.), внедорожник, передний, дизель"
7938,i3957343411,Kia,"Kia Rio 1.6 AT, 2020, 64 068 км",1599000,"64 068 км, 1.6 AT (123 л.с.), седан, передний, бензин"
7939,i4272313839,Kia,"Kia Rio X-Line 1.6 AT, 2018, 109 141 км",1459000,"109 141 км, 1.6 AT (123 л.с.), хетчбэк, передний, бензин"
7940,i3912584310,Kia,"Kia Rio 1.4 MT, 2010, 177 688 км",535000,"177 688 км, 1.4 MT (97 л.с.), седан, передний, бензин"
7941,i4089008823,Kia,"Kia Sorento 2.5 AT, 2011, 144 200 км",1750000,"144 200 км, 2.5 AT (170 л.с.), внедорожник, полный, дизель"
7942,i4261147199,Kia,"Kia Rio 1.4 AT, 2016, 130 100 км",1300000,"130 100 км, 1.4 AT (107 л.с.), седан, передний, бензин"
7943,i4112975953,Kia,"Kia K5 2.0 AT, 2021, 33 003 км",3299000,"33 003 км, 2 AT (150 л.с.), седан, передний, бензин"
7944,i3958757085,Kia,"Kia Picanto 1.0 AT, 2022, 17 821 км",1655000,"17 821 км, 1.0 AT (67 л.с.), хетчбэк, передний, бензин"
